store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
BK TESCO BUKIT PUCHONG,19,"Lot No.G7, TESCO Bandar Bukit Puchong,
PT 80259, Jalan BP 7/1 Bandar Bukit Puchong",,PUCHONG,Selangor,47120,Malaysia,,2.982053, 101.617084,10.00 a.m - 10.00 p.m,,0
BK BUKIT TINGGI,20,"No. 107386 Jalan Batu Nilam, 
34/KS 6 Bandar Bukit Tinggi",,KLANG,Selangor,41200,Malaysia,,2.998812, 101.431667,8.00 a.m - 1.00 a.m,,0
BK KLIA 2,13,"L2M-25, Level 2,
Terminal KLIA 2,
KL International Airport,
Jalan KLIA 2/1",,SEPANG,Selangor,64000,Malaysia,,2.755132, 101.705294,24 Hours,,0
BK SEREMBAN RSA NORTHBOUND,14,"Lot D Faber Building, 
Kawasan Rehat & Rawat Seremban (Arah Utara), 
KM 272.2 Lebuhraya Kuala Lumpur - Seremban",,SEREMBAN,Negeri Sembilan,79000,Malaysia,,2.756622, 101.845972,8.00 a.m - 11.00 p.m,,0
BK CYBERJAYA,15,"Café 1 @ No.1, Block 3545,
Jalan Teknokrat 6",,CYBERJAYA,Selangor,63000,Malaysia,,2.914150, 101.655502,8.00 a.m - 11.00 p.m,,0
BK BANGI GATEWAY,16,"Lot G-5, G-6 & G-7, 
Block A, Bangi Gateway Shopping Complex, 
Section 15, Bandar Baru Bangi",,BANGI,Selangor,43650,Malaysia,,2.933533, 101.765197,10.00 a.m - 10.00 p.m,,0
BK BUKIT PASIR,9,"PT 2308, HS(D) 2991,  
Jalan Bukit Pasir, 
Bandar Penggaram",,BATU PAHAT,Johor,83000,Malaysia,,1.866900, 102.939256,8.00 a.m - 10.00 p.m,,0
BK AEON MELAKA,10,"G91 AEON Bandaraya Melaka Shopping Center, 
Jalan Lagenda, Taman I - Lagenda",,MELAKA,Malacca,75400,Malaysia,,2.213830, 102.247412,"<br />
10.00 a.m - 10.00 p.m",,0
BK LUKUT,11,"59-60, Ground Floor, 
Bandar Dataran Segar, 
Jalan Ds 2/1, Lukut",,PORT DICKSON,Negeri Sembilan,71010,Malaysia,,2.559416, 101.818742,8.00 a.m - 10.00 p.m,,0
BK PALM MALL,12,"No.4, LG Floor, Palm Mall,
Kemayan Square, Jalan Sungai Ujong",,SEREMBAN,Negeri Sembilan,70200,Malaysia,,2.719600, 101.922859,10.00 a.m - 10.00 p.m,,0
BK SETIA TROPIKA,5,"Lot G1,Wisma SP Setia, 
Tropika Welcome Centre 
No.1 Jalan Setia Tropika, 
Taman Setia Tropika",,JOHOR BAHRU,Johor,81200,Malaysia,,1.548624, 103.717260,8.00 a.m - 11.00 p.m,,0
BK PONTIAN-SKUDAI HIGHWAY,6,"Lot 49987 Mukim Senai-Kulai, 
Pontian Highway (JB Bound)",,SKUDAI,Johor,81200,Malaysia,,1.551252, 103.649698,8.00 a.m - 1.00 a.m,,0
BK PLAZA MERDEKA ,7,"G-43-45, Ground Floor,
Plaza Merdeka Shopping Centre,
88 Pearl Street",,KUCHING,Sarawak,93000,Malaysia,,1.558499, 110.343741,10.00 a.m - 10.00 p.m,,0
BK SKUDAI,8,"Plot 10 Kawasan R&R PLUS, Skudai Arah Utara",,SKUDAI,Johor,83100,Malaysia,,1.579289, 103.650038,7.00a.m - 11.00p.m,,0
BK MEDINI MALL,1,"G14 Ground Floor,
Medini Lifestyle Mall",,NUSAJAYA,Johor,79000,Malaysia,,1.428854, 103.632986,10.00 a.m - 9.00 p.m,,0
BK JALAN TUN RAZAK JOHOR,2,"PTB 21742 Mukim Bandar Johor Bahru, Jalan Tun Abdul Razak",,JOHOR BAHRU,Johor,80200,Malaysia,,1.478881, 103.752919,8.00a.m - 11.00p.m,,0
BK SERI ALAM,3,"Restaurant 1, HS(D) 360166, 
PTD 174172, Mukim Plentong, 
Jalan Suria 1, Bandar Seri Alam",,JOHOR BAHRU,Johor,81750,Malaysia,,1.495960, 103.871230,8.00 a.m - 11.00p.m,,0
BK VIVA CITY MALL,4,"G-074 & G-074S, Ground Floor,
Vivacity Megamall",,KUCHING,Sarawak,93350,Malaysia,,1.527180, 110.369500,10.00 a.m - 12.00 p.m,,0
